2023-02-17 17:19:40 startup archives install
2023-02-17 17:23:54 status half-configured python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:54 status unpacked python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:54 status half-installed python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:54 status unpacked python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:54 startup packages configure
2023-02-17 17:23:54 configure python3.10-minimal:amd64 3.10.6-1~22.04.2 <none>
2023-02-17 17:23:54 status unpacked python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:54 status half-configured python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:55 status installed python3.10-minimal:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:55 startup archives unpack
2023-02-17 17:23:55 upgrade python3-minimal:amd64 3.10.6-1~22.04 3.10.6-1~22.04
2023-02-17 17:23:55 status half-configured python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status unpacked python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status half-installed python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status unpacked python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 startup packages configure
2023-02-17 17:23:55 configure python3-minimal:amd64 3.10.6-1~22.04 <none>
2023-02-17 17:23:55 status unpacked python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status half-configured python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status installed python3-minimal:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 startup archives unpack
2023-02-17 17:23:55 upgrade python3:amd64 3.10.6-1~22.04 3.10.6-1~22.04
2023-02-17 17:23:55 status half-configured python3:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status unpacked python3:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status half-installed python3:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 status unpacked python3:amd64 3.10.6-1~22.04
2023-02-17 17:23:55 upgrade systemd-timesyncd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.6
2023-02-17 17:23:55 status half-configured systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:55 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:55 status half-installed systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:55 status triggers-pending dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:55 status unpacked systemd-timesyncd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:55 upgrade systemd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.6
2023-02-17 17:23:55 status half-configured systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:55 status unpacked systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:55 status half-installed systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status unpacked systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 upgrade udev:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.6
2023-02-17 17:23:56 status half-configured udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status unpacked udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status half-installed udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status unpacked udev:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 startup packages configure
2023-02-17 17:23:56 configure mount:amd64 2.37.2-4ubuntu3 <none>
2023-02-17 17:23:56 status unpacked mount:amd64 2.37.2-4ubuntu3
2023-02-17 17:23:56 status half-configured mount:amd64 2.37.2-4ubuntu3
2023-02-17 17:23:56 status installed mount:amd64 2.37.2-4ubuntu3
2023-02-17 17:23:56 configure systemd:amd64 249.11-0ubuntu3.6 <none>
2023-02-17 17:23:56 status unpacked systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status half-configured systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status installed systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 startup archives unpack
2023-02-17 17:23:56 upgrade systemd-sysv:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.6
2023-02-17 17:23:56 status half-configured systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status half-installed systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 status unpacked systemd-sysv:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:56 upgrade fuse3:amd64 3.10.5-1build1 3.10.5-1build1
2023-02-17 17:23:56 status half-configured fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 status unpacked fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 status half-installed fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 status unpacked fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 startup packages configure
2023-02-17 17:23:56 configure fuse3:amd64 3.10.5-1build1 <none>
2023-02-17 17:23:56 status unpacked fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 status half-configured fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 status installed fuse3:amd64 3.10.5-1build1
2023-02-17 17:23:56 startup archives unpack
2023-02-17 17:23:56 upgrade ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2 1:2021.8.22-3ubuntu1.2
2023-02-17 17:23:56 status half-configured ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:23:56 status unpacked ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:23:56 status half-installed ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:23:56 status unpacked ntfs-3g:amd64 1:2021.8.22-3ubuntu1.2
2023-02-17 17:23:56 upgrade lvm2:amd64 2.03.11-2.1ubuntu4 2.03.11-2.1ubuntu4
2023-02-17 17:23:56 status half-configured lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:56 status unpacked lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:56 status half-installed lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:56 status unpacked lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:56 upgrade open-iscsi:amd64 2.1.5-1ubuntu1 2.1.5-1ubuntu1
2023-02-17 17:23:56 status half-configured open-iscsi:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:57 status unpacked open-iscsi:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:57 status half-installed open-iscsi:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:57 status unpacked open-iscsi:amd64 2.1.5-1ubuntu1
2023-02-17 17:23:57 upgrade openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status half-configured openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status unpacked openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status half-installed openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status unpacked openssh-sftp-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 upgrade openssh-server:amd64 1:8.9p1-3ubuntu0.1 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status half-configured openssh-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status unpacked openssh-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status half-installed openssh-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 status unpacked openssh-server:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:23:57 upgrade libperl5.34:amd64 5.34.0-3ubuntu1.1 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status half-configured libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status unpacked libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status half-installed libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status unpacked libperl5.34:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 upgrade perl:amd64 5.34.0-3ubuntu1.1 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status half-configured perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status unpacked perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status half-installed perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:57 status unpacked perl:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:58 upgrade libaudit-common:all 1:3.0.7-1build1 1:3.0.7-1build1
2023-02-17 17:23:58 status half-configured libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 status unpacked libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 status half-installed libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 status unpacked libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 startup packages configure
2023-02-17 17:23:58 configure libaudit-common:all 1:3.0.7-1build1 <none>
2023-02-17 17:23:58 status unpacked libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 status half-configured libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 status installed libaudit-common:all 1:3.0.7-1build1
2023-02-17 17:23:58 startup archives unpack
2023-02-17 17:23:58 upgrade libsemanage-common:all 3.3-1build2 3.3-1build2
2023-02-17 17:23:58 status half-configured libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 status unpacked libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 status half-installed libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 status unpacked libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 startup packages configure
2023-02-17 17:23:58 configure libsemanage-common:all 3.3-1build2 <none>
2023-02-17 17:23:58 status unpacked libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 status half-configured libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 status installed libsemanage-common:all 3.3-1build2
2023-02-17 17:23:58 startup archives unpack
2023-02-17 17:23:58 upgrade libtirpc-common:all 1.3.2-2ubuntu0.1 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 status half-configured libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 status unpacked libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 status half-installed libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 status unpacked libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 startup packages configure
2023-02-17 17:23:58 configure libtirpc-common:all 1.3.2-2ubuntu0.1 <none>
2023-02-17 17:23:58 status unpacked libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 status half-configured libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 status installed libtirpc-common:all 1.3.2-2ubuntu0.1
2023-02-17 17:23:58 startup archives unpack
2023-02-17 17:23:58 upgrade procps:amd64 2:3.3.17-6ubuntu2 2:3.3.17-6ubuntu2
2023-02-17 17:23:58 status half-configured procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:23:58 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:23:58 status half-installed procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:23:58 status unpacked procps:amd64 2:3.3.17-6ubuntu2
2023-02-17 17:23:58 upgrade sensible-utils:all 0.0.17 0.0.17
2023-02-17 17:23:58 status half-configured sensible-utils:all 0.0.17
2023-02-17 17:23:58 status unpacked sensible-utils:all 0.0.17
2023-02-17 17:23:58 status half-installed sensible-utils:all 0.0.17
2023-02-17 17:23:58 status unpacked sensible-utils:all 0.0.17
2023-02-17 17:23:58 upgrade ca-certificates:all 20211016ubuntu0.22.04.1 20211016ubuntu0.22.04.1
2023-02-17 17:23:58 status half-configured ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:58 status unpacked ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:58 status half-installed ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:58 status unpacked ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:58 upgrade dbus:amd64 1.12.20-2ubuntu4.1 1.12.20-2ubuntu4.1
2023-02-17 17:23:58 status half-configured dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:58 status unpacked dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:58 status half-installed dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:58 status unpacked dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:58 upgrade dmsetup:amd64 2:1.02.175-2.1ubuntu4 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:58 status half-configured dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:58 status unpacked dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:58 status half-installed dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:58 status unpacked dmsetup:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:58 upgrade iproute2:amd64 5.15.0-1ubuntu2 5.15.0-1ubuntu2
2023-02-17 17:23:58 status half-configured iproute2:amd64 5.15.0-1ubuntu2
2023-02-17 17:23:58 status unpacked iproute2:amd64 5.15.0-1ubuntu2
2023-02-17 17:23:58 status half-installed iproute2:amd64 5.15.0-1ubuntu2
2023-02-17 17:23:58 status unpacked iproute2:amd64 5.15.0-1ubuntu2
2023-02-17 17:23:58 upgrade isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status half-configured isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status unpacked isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status half-installed isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status unpacked isc-dhcp-client:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 upgrade isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status half-configured isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status unpacked isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status half-installed isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 status unpacked isc-dhcp-common:amd64 4.4.1-2.3ubuntu2.3
2023-02-17 17:23:58 upgrade kbd:amd64 2.3.0-3ubuntu4.22.04 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:58 status half-configured kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:58 status unpacked kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:58 status half-installed kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:58 status unpacked kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:58 upgrade kmod:amd64 29-1ubuntu1 29-1ubuntu1
2023-02-17 17:23:58 status half-configured kmod:amd64 29-1ubuntu1
2023-02-17 17:23:58 status unpacked kmod:amd64 29-1ubuntu1
2023-02-17 17:23:58 status half-installed kmod:amd64 29-1ubuntu1
2023-02-17 17:23:58 status unpacked kmod:amd64 29-1ubuntu1
2023-02-17 17:23:58 upgrade libcap2-bin:amd64 1:2.44-1build3 1:2.44-1build3
2023-02-17 17:23:58 status half-configured libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:23:58 status unpacked libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:23:58 status half-installed libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:23:58 status unpacked libcap2-bin:amd64 1:2.44-1build3
2023-02-17 17:23:58 upgrade libnss-systemd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.6
2023-02-17 17:23:58 status half-configured libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 status half-installed libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 status unpacked libnss-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 upgrade libpam-systemd:amd64 249.11-0ubuntu3.6 249.11-0ubuntu3.6
2023-02-17 17:23:58 status half-configured libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 status half-installed libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 status unpacked libpam-systemd:amd64 249.11-0ubuntu3.6
2023-02-17 17:23:58 upgrade lsb-release:all 11.1.0ubuntu4 11.1.0ubuntu4
2023-02-17 17:23:58 status half-configured lsb-release:all 11.1.0ubuntu4
2023-02-17 17:23:58 status unpacked lsb-release:all 11.1.0ubuntu4
2023-02-17 17:23:58 status half-installed lsb-release:all 11.1.0ubuntu4
2023-02-17 17:23:59 status unpacked lsb-release:all 11.1.0ubuntu4
2023-02-17 17:23:59 upgrade netplan.io:amd64 0.105-0ubuntu2~22.04.1 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:59 status half-configured netplan.io:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:59 status unpacked netplan.io:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:59 status half-installed netplan.io:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:59 status unpacked netplan.io:amd64 0.105-0ubuntu2~22.04.1
2023-02-17 17:23:59 upgrade networkd-dispatcher:all 2.1-2ubuntu0.22.04.2 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:59 status half-configured networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:59 status unpacked networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:59 status half-installed networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:59 status unpacked networkd-dispatcher:all 2.1-2ubuntu0.22.04.2
2023-02-17 17:23:59 upgrade openssl:amd64 3.0.2-0ubuntu1.8 3.0.2-0ubuntu1.8
2023-02-17 17:23:59 status half-configured openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:23:59 status unpacked openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:23:59 status half-installed openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:23:59 status unpacked openssl:amd64 3.0.2-0ubuntu1.8
2023-02-17 17:23:59 upgrade python3.10:amd64 3.10.6-1~22.04.2 3.10.6-1~22.04.2
2023-02-17 17:23:59 status half-configured python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:59 status unpacked python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:59 status half-installed python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:59 status unpacked python3.10:amd64 3.10.6-1~22.04.2
2023-02-17 17:23:59 upgrade readline-common:all 8.1.2-1 8.1.2-1
2023-02-17 17:23:59 status half-configured readline-common:all 8.1.2-1
2023-02-17 17:23:59 status unpacked readline-common:all 8.1.2-1
2023-02-17 17:23:59 status half-installed readline-common:all 8.1.2-1
2023-02-17 17:23:59 status unpacked readline-common:all 8.1.2-1
2023-02-17 17:23:59 upgrade shared-mime-info:amd64 2.1-2 2.1-2
2023-02-17 17:23:59 status half-configured shared-mime-info:amd64 2.1-2
2023-02-17 17:23:59 status unpacked shared-mime-info:amd64 2.1-2
2023-02-17 17:23:59 status half-installed shared-mime-info:amd64 2.1-2
2023-02-17 17:23:59 status unpacked shared-mime-info:amd64 2.1-2
2023-02-17 17:23:59 upgrade sudo:amd64 1.9.9-1ubuntu2.2 1.9.9-1ubuntu2.2
2023-02-17 17:23:59 status half-configured sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:23:59 status unpacked sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:23:59 status half-installed sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:23:59 status unpacked sudo:amd64 1.9.9-1ubuntu2.2
2023-02-17 17:23:59 upgrade ucf:all 3.0043 3.0043
2023-02-17 17:23:59 status half-configured ucf:all 3.0043
2023-02-17 17:23:59 status unpacked ucf:all 3.0043
2023-02-17 17:23:59 status half-installed ucf:all 3.0043
2023-02-17 17:23:59 status unpacked ucf:all 3.0043
2023-02-17 17:23:59 upgrade xdg-user-dirs:amd64 0.17-2ubuntu4 0.17-2ubuntu4
2023-02-17 17:23:59 status half-configured xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:23:59 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:23:59 status half-installed xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:23:59 status unpacked xdg-user-dirs:amd64 0.17-2ubuntu4
2023-02-17 17:23:59 upgrade xkb-data:all 2.33-1 2.33-1
2023-02-17 17:23:59 status half-configured xkb-data:all 2.33-1
2023-02-17 17:23:59 status unpacked xkb-data:all 2.33-1
2023-02-17 17:23:59 status half-installed xkb-data:all 2.33-1
2023-02-17 17:23:59 status unpacked xkb-data:all 2.33-1
2023-02-17 17:23:59 upgrade xxd:amd64 2:8.2.3995-1ubuntu2.3 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:59 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:59 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:59 status half-installed xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:23:59 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.3
2023-02-17 17:24:00 upgrade apparmor:amd64 3.0.4-2ubuntu2.1 3.0.4-2ubuntu2.1
2023-02-17 17:24:00 status half-configured apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:00 status unpacked apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:00 status half-installed apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:00 status unpacked apparmor:amd64 3.0.4-2ubuntu2.1
2023-02-17 17:24:00 upgrade cpio:amd64 2.13+dfsg-7 2.13+dfsg-7
2023-02-17 17:24:00 status half-configured cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:00 status unpacked cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:00 status half-installed cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:00 status unpacked cpio:amd64 2.13+dfsg-7
2023-02-17 17:24:00 upgrade gettext-base:amd64 0.21-4ubuntu4 0.21-4ubuntu4
2023-02-17 17:24:00 status half-configured gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:00 status unpacked gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:00 status half-installed gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:00 status unpacked gettext-base:amd64 0.21-4ubuntu4
2023-02-17 17:24:00 upgrade groff-base:amd64 1.22.4-8build1 1.22.4-8build1
2023-02-17 17:24:00 status half-configured groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:00 status unpacked groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:00 status half-installed groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:00 status unpacked groff-base:amd64 1.22.4-8build1
2023-02-17 17:24:00 upgrade libedit2:amd64 3.1-20210910-1build1 3.1-20210910-1build1
2023-02-17 17:24:00 status half-configured libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:00 status unpacked libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:00 status half-installed libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:00 status unpacked libedit2:amd64 3.1-20210910-1build1
2023-02-17 17:24:00 upgrade libx11-data:all 2:1.7.5-1 2:1.7.5-1
2023-02-17 17:24:00 status half-configured libx11-data:all 2:1.7.5-1
2023-02-17 17:24:00 status unpacked libx11-data:all 2:1.7.5-1
2023-02-17 17:24:00 status half-installed libx11-data:all 2:1.7.5-1
2023-02-17 17:24:00 status unpacked libx11-data:all 2:1.7.5-1
2023-02-17 17:24:00 upgrade openssh-client:amd64 1:8.9p1-3ubuntu0.1 1:8.9p1-3ubuntu0.1
2023-02-17 17:24:00 status half-configured openssh-client:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:24:00 status unpacked openssh-client:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:24:00 status half-installed openssh-client:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:24:00 status unpacked openssh-client:amd64 1:8.9p1-3ubuntu0.1
2023-02-17 17:24:00 upgrade pciutils:amd64 1:3.7.0-6 1:3.7.0-6
2023-02-17 17:24:00 status half-configured pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:00 status unpacked pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:00 status half-installed pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:00 status unpacked pciutils:amd64 1:3.7.0-6
2023-02-17 17:24:00 upgrade plymouth:amd64 0.9.5+git20211018-1ubuntu3 0.9.5+git20211018-1ubuntu3
2023-02-17 17:24:00 status half-configured plymouth:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:24:00 status unpacked plymouth:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:24:00 status half-installed plymouth:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:24:00 status unpacked plymouth:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:24:00 upgrade ubuntu-release-upgrader-core:all 1:22.04.16 1:22.04.16
2023-02-17 17:24:00 status half-configured ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:24:00 status unpacked ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:24:00 status half-installed ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:24:00 status unpacked ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:24:00 upgrade usbutils:amd64 1:014-1build1 1:014-1build1
2023-02-17 17:24:00 status half-configured usbutils:amd64 1:014-1build1
2023-02-17 17:24:00 status unpacked usbutils:amd64 1:014-1build1
2023-02-17 17:24:00 status half-installed usbutils:amd64 1:014-1build1
2023-02-17 17:24:00 status unpacked usbutils:amd64 1:014-1build1
2023-02-17 17:24:00 upgrade wget:amd64 1.21.2-2ubuntu1 1.21.2-2ubuntu1
2023-02-17 17:24:00 status half-configured wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:00 status unpacked wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:00 status half-installed wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:00 status unpacked wget:amd64 1.21.2-2ubuntu1
2023-02-17 17:24:00 upgrade xauth:amd64 1:1.1-1build2 1:1.1-1build2
2023-02-17 17:24:00 status half-configured xauth:amd64 1:1.1-1build2
2023-02-17 17:24:00 status unpacked xauth:amd64 1:1.1-1build2
2023-02-17 17:24:00 status half-installed xauth:amd64 1:1.1-1build2
2023-02-17 17:24:01 status unpacked xauth:amd64 1:1.1-1build2
2023-02-17 17:24:01 upgrade xz-utils:amd64 5.2.5-2ubuntu1 5.2.5-2ubuntu1
2023-02-17 17:24:01 status half-configured xz-utils:amd64 5.2.5-2ubuntu1
2023-02-17 17:24:01 status unpacked xz-utils:amd64 5.2.5-2ubuntu1
2023-02-17 17:24:01 status half-installed xz-utils:amd64 5.2.5-2ubuntu1
