2023-02-17 17:19:40 startup archives install
2023-02-17 17:23:34 status installed apport:all 2.20.11-0ubuntu82.3
2023-02-17 17:23:34 configure python3-update-manager:all 1:22.04.10 <none>
2023-02-17 17:23:34 status unpacked python3-update-manager:all 1:22.04.10
2023-02-17 17:23:34 status half-configured python3-update-manager:all 1:22.04.10
2023-02-17 17:23:34 status installed python3-update-manager:all 1:22.04.10
2023-02-17 17:23:34 configure kbd:amd64 2.3.0-3ubuntu4.22.04 <none>
2023-02-17 17:23:34 status unpacked kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:34 status half-configured kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:34 status installed kbd:amd64 2.3.0-3ubuntu4.22.04
2023-02-17 17:23:34 configure console-setup-linux:all 1.205ubuntu3 <none>
2023-02-17 17:23:34 status unpacked console-setup-linux:all 1.205ubuntu3
2023-02-17 17:23:34 status half-configured console-setup-linux:all 1.205ubuntu3
2023-02-17 17:23:35 status installed console-setup-linux:all 1.205ubuntu3
2023-02-17 17:23:35 configure console-setup:all 1.205ubuntu3 <none>
2023-02-17 17:23:35 status unpacked console-setup:all 1.205ubuntu3
2023-02-17 17:23:35 status half-configured console-setup:all 1.205ubuntu3
2023-02-17 17:23:36 status installed console-setup:all 1.205ubuntu3
2023-02-17 17:23:36 configure python3-distupgrade:all 1:22.04.16 <none>
2023-02-17 17:23:36 status unpacked python3-distupgrade:all 1:22.04.16
2023-02-17 17:23:36 status half-configured python3-distupgrade:all 1:22.04.16
2023-02-17 17:23:36 status installed python3-distupgrade:all 1:22.04.16
2023-02-17 17:23:36 configure liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4 <none>
2023-02-17 17:23:36 status unpacked liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:36 status half-configured liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:36 status installed liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:36 configure ubuntu-release-upgrader-core:all 1:22.04.16 <none>
2023-02-17 17:23:36 status unpacked ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:23:36 status half-configured ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:23:36 status installed ubuntu-release-upgrader-core:all 1:22.04.16
2023-02-17 17:23:36 configure dmeventd:amd64 2:1.02.175-2.1ubuntu4 <none>
2023-02-17 17:23:36 status unpacked dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:36 status half-configured dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:37 status installed dmeventd:amd64 2:1.02.175-2.1ubuntu4
2023-02-17 17:23:37 configure lvm2:amd64 2.03.11-2.1ubuntu4 <none>
2023-02-17 17:23:37 status unpacked lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:37 status half-configured lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:37 status installed lvm2:amd64 2.03.11-2.1ubuntu4
2023-02-17 17:23:37 configure ubuntu-server-minimal:amd64 1.481 <none>
2023-02-17 17:23:37 status unpacked ubuntu-server-minimal:amd64 1.481
2023-02-17 17:23:37 status half-configured ubuntu-server-minimal:amd64 1.481
2023-02-17 17:23:37 status installed ubuntu-server-minimal:amd64 1.481
2023-02-17 17:23:37 trigproc libc-bin:amd64 2.35-0ubuntu3.1 <none>
2023-02-17 17:23:37 status half-configured libc-bin:amd64 2.35-0ubuntu3.1
2023-02-17 17:23:37 status installed libc-bin:amd64 2.35-0ubuntu3.1
2023-02-17 17:23:37 trigproc ca-certificates:all 20211016ubuntu0.22.04.1 <none>
2023-02-17 17:23:37 status half-configured ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:37 status installed ca-certificates:all 20211016ubuntu0.22.04.1
2023-02-17 17:23:37 trigproc initramfs-tools:all 0.140ubuntu13.1 <none>
2023-02-17 17:23:37 status half-configured initramfs-tools:all 0.140ubuntu13.1
2023-02-17 17:23:37 status installed initramfs-tools:all 0.140ubuntu13.1
2023-02-17 17:23:37 trigproc dbus:amd64 1.12.20-2ubuntu4.1 <none>
2023-02-17 17:23:37 status half-configured dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:37 status installed dbus:amd64 1.12.20-2ubuntu4.1
2023-02-17 17:23:48 startup archives unpack
2023-02-17 17:23:48 upgrade mawk:amd64 1.3.4.20200120-3 1.3.4.20200120-3
2023-02-17 17:23:48 status half-configured mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 status unpacked mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 status half-installed mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 status unpacked mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 startup packages configure
2023-02-17 17:23:48 configure mawk:amd64 1.3.4.20200120-3 <none>
2023-02-17 17:23:48 status unpacked mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 status half-configured mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 status installed mawk:amd64 1.3.4.20200120-3
2023-02-17 17:23:48 startup archives unpack
2023-02-17 17:23:48 upgrade base-files:amd64 12ubuntu4.3 12ubuntu4.3
2023-02-17 17:23:48 status half-configured base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 status unpacked base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 status half-installed base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 status triggers-pending plymouth-theme-ubuntu-text:amd64 0.9.5+git20211018-1ubuntu3
2023-02-17 17:23:48 status unpacked base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 upgrade gawk:amd64 1:5.1.0-1build3 1:5.1.0-1build3
2023-02-17 17:23:48 status half-configured gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 status unpacked gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 status half-installed gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 status unpacked gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 startup packages configure
2023-02-17 17:23:48 configure gawk:amd64 1:5.1.0-1build3 <none>
2023-02-17 17:23:48 status unpacked gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 status half-configured gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 status installed gawk:amd64 1:5.1.0-1build3
2023-02-17 17:23:48 configure base-files:amd64 12ubuntu4.3 <none>
2023-02-17 17:23:48 status unpacked base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 status half-configured base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 status installed base-files:amd64 12ubuntu4.3
2023-02-17 17:23:48 startup archives unpack
2023-02-17 17:23:48 upgrade bash:amd64 5.1-6ubuntu1 5.1-6ubuntu1
2023-02-17 17:23:48 status half-configured bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 status unpacked bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 status half-installed bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 status unpacked bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 upgrade debianutils:amd64 5.5-1ubuntu2 5.5-1ubuntu2
2023-02-17 17:23:48 status half-configured debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 status unpacked debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 status half-installed debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 status unpacked debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 startup packages configure
2023-02-17 17:23:48 configure debianutils:amd64 5.5-1ubuntu2 <none>
2023-02-17 17:23:48 status unpacked debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 status half-configured debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 status installed debianutils:amd64 5.5-1ubuntu2
2023-02-17 17:23:48 configure bash:amd64 5.1-6ubuntu1 <none>
2023-02-17 17:23:48 status unpacked bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 status half-configured bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 status installed bash:amd64 5.1-6ubuntu1
2023-02-17 17:23:48 startup archives unpack
2023-02-17 17:23:48 upgrade bsdutils:amd64 1:2.37.2-4ubuntu3 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 status half-installed bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 startup packages configure
2023-02-17 17:23:48 configure bsdutils:amd64 1:2.37.2-4ubuntu3 <none>
2023-02-17 17:23:48 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 status installed bsdutils:amd64 1:2.37.2-4ubuntu3
2023-02-17 17:23:48 startup archives unpack
2023-02-17 17:23:49 upgrade coreutils:amd64 8.32-4.1ubuntu1 8.32-4.1ubuntu1
2023-02-17 17:23:49 status half-configured coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 status half-installed coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 startup packages configure
2023-02-17 17:23:49 configure coreutils:amd64 8.32-4.1ubuntu1 <none>
2023-02-17 17:23:49 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 status half-configured coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 status installed coreutils:amd64 8.32-4.1ubuntu1
2023-02-17 17:23:49 startup archives unpack
2023-02-17 17:23:49 upgrade dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:49 status half-configured dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:49 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:49 status half-installed dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:49 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:49 upgrade dpkg:amd64 1.21.1ubuntu2.1 1.21.1ubuntu2.1
2023-02-17 17:23:49 status half-configured dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 status unpacked dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 status half-installed dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 status unpacked dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 upgrade tar:amd64 1.34+dfsg-1build3 1.34+dfsg-1build3
2023-02-17 17:23:49 status half-configured tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 status unpacked tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 status half-installed tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 status unpacked tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 startup packages configure
2023-02-17 17:23:49 configure tar:amd64 1.34+dfsg-1build3 <none>
2023-02-17 17:23:49 status unpacked tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 status half-configured tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 status installed tar:amd64 1.34+dfsg-1build3
2023-02-17 17:23:49 configure dpkg:amd64 1.21.1ubuntu2.1 <none>
2023-02-17 17:23:49 status unpacked dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 status half-configured dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 status installed dpkg:amd64 1.21.1ubuntu2.1
2023-02-17 17:23:49 startup archives unpack
2023-02-17 17:23:49 upgrade perl-base:amd64 5.34.0-3ubuntu1.1 5.34.0-3ubuntu1.1
2023-02-17 17:23:49 status half-configured perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:49 status unpacked perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:49 status half-installed perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:50 status unpacked perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:50 startup packages configure
2023-02-17 17:23:50 configure perl-base:amd64 5.34.0-3ubuntu1.1 <none>
2023-02-17 17:23:50 status unpacked perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:50 status half-configured perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:50 status installed perl-base:amd64 5.34.0-3ubuntu1.1
2023-02-17 17:23:50 startup archives unpack
2023-02-17 17:23:50 upgrade debconf:all 1.5.79ubuntu1 1.5.79ubuntu1
2023-02-17 17:23:50 status half-configured debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 status unpacked debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 status half-installed debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 status unpacked debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 startup packages configure
2023-02-17 17:23:50 configure debconf:all 1.5.79ubuntu1 <none>
2023-02-17 17:23:50 status unpacked debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 status half-configured debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 status installed debconf:all 1.5.79ubuntu1
2023-02-17 17:23:50 configure dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1 <none>
2023-02-17 17:23:50 status unpacked dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:50 status half-configured dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:51 status installed dash:amd64 0.5.11+git20210903+057cd650a4ed-3build1
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade diffutils:amd64 1:3.8-0ubuntu2 1:3.8-0ubuntu2
2023-02-17 17:23:51 status half-configured diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 status half-installed diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure diffutils:amd64 1:3.8-0ubuntu2 <none>
2023-02-17 17:23:51 status unpacked diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 status half-configured diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 status installed diffutils:amd64 1:3.8-0ubuntu2
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade findutils:amd64 4.8.0-1ubuntu3 4.8.0-1ubuntu3
2023-02-17 17:23:51 status half-configured findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 status unpacked findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 status half-installed findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 status unpacked findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure findutils:amd64 4.8.0-1ubuntu3 <none>
2023-02-17 17:23:51 status unpacked findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 status half-configured findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 status installed findutils:amd64 4.8.0-1ubuntu3
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade libpcre3:amd64 2:8.39-13ubuntu0.22.04.1 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.1
2023-02-17 17:23:51 status half-configured libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 status unpacked libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 status half-installed libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 status unpacked libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure libpcre3:amd64 2:8.39-13ubuntu0.22.04.1 <none>
2023-02-17 17:23:51 status unpacked libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 status half-configured libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 status installed libpcre3:amd64 2:8.39-13ubuntu0.22.04.1
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade grep:amd64 3.7-1build1 3.7-1build1
2023-02-17 17:23:51 status half-configured grep:amd64 3.7-1build1
2023-02-17 17:23:51 status unpacked grep:amd64 3.7-1build1
2023-02-17 17:23:51 status half-installed grep:amd64 3.7-1build1
2023-02-17 17:23:51 status unpacked grep:amd64 3.7-1build1
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure grep:amd64 3.7-1build1 <none>
2023-02-17 17:23:51 status unpacked grep:amd64 3.7-1build1
2023-02-17 17:23:51 status half-configured grep:amd64 3.7-1build1
2023-02-17 17:23:51 status installed grep:amd64 3.7-1build1
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade gzip:amd64 1.10-4ubuntu4.1 1.10-4ubuntu4.1
2023-02-17 17:23:51 status half-configured gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 status unpacked gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 status half-installed gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 status unpacked gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure gzip:amd64 1.10-4ubuntu4.1 <none>
2023-02-17 17:23:51 status unpacked gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 status half-configured gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 status installed gzip:amd64 1.10-4ubuntu4.1
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade hostname:amd64 3.23ubuntu2 3.23ubuntu2
2023-02-17 17:23:51 status half-configured hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 status unpacked hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 status half-installed hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 status unpacked hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure hostname:amd64 3.23ubuntu2 <none>
2023-02-17 17:23:51 status unpacked hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 status half-configured hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 status installed hostname:amd64 3.23ubuntu2
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade libpam-runtime:all 1.4.0-11ubuntu2.3 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-configured libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status unpacked libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-installed libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status unpacked libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 upgrade libpam-modules-bin:amd64 1.4.0-11ubuntu2.3 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-installed libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure libpam-modules-bin:amd64 1.4.0-11ubuntu2.3 <none>
2023-02-17 17:23:51 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status installed libpam-modules-bin:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 startup archives unpack
2023-02-17 17:23:51 upgrade libpam-modules:amd64 1.4.0-11ubuntu2.3 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-configured libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-installed libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 startup packages configure
2023-02-17 17:23:51 configure libpam-modules:amd64 1.4.0-11ubuntu2.3 <none>
2023-02-17 17:23:51 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-configured libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status installed libpam-modules:amd64 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 configure libpam-runtime:all 1.4.0-11ubuntu2.3 <none>
2023-02-17 17:23:51 status unpacked libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:51 status half-configured libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:52 status installed libpam-runtime:all 1.4.0-11ubuntu2.3
2023-02-17 17:23:52 startup archives unpack
2023-02-17 17:23:52 upgrade login:amd64 1:4.8.1-2ubuntu2.1 1:4.8.1-2ubuntu2.1
2023-02-17 17:23:52 status half-configured login:amd64 1:4.8.1-2ubuntu2.1
2023-02-17 17:23:52 status unpacked login:amd64 1:4.8.1-2ubuntu2.1
2023-02-17 17:23:52 status half-installed login:amd64 1:4.8.1-2ubuntu2.1
2023-02-17 17:23:52 status unpacked login:amd64 1:4.8.1-2ubuntu2.1
